Absorb
	description: A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.
	drain: False
	effects: []
Smart Strike
	description: The user stabs the target with a sharp horn. This attack never misses.
	type: Steel
	category: Physical
	power: 70
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Smelling Salts
	description: This attack's power is doubled when used on a target with paralysis. This also cures the target's paralysis, however.
	type: Normal
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Snipe Shot
	description: 
	type: Water
	category: Special
	power: 80
	accuracy: 100
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Snuggle Bug
	description: The user cuddles with the target using its comfy boosts. The more the user's stats are raised, the greater the move's power.
	type: Bug
	category: Physical
	power: 20
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Soak
	description: The user shoots a torrent of water at the target and changes the target's type to Water.
	type: Water
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Soft-Boiled
	description: The user restores its own HP by up to half of its max HP.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Solar Beam
	description: In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn.
	type: Grass
	category: Special
	power: 120
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Solar Blade
	description: In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn.
	type: Grass
	category: Physical
	power: 125
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sunshine Dance
	description: The user activates its chloroplasts and dances energetically to draw in solar energy and generate heat to blast at the opponent.
	type: Fire
	category: Special
	power: 85
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sonic Boom
	description: The target is hit with a destructive shock wave that always inflicts 20 HP damage.
	type: Normal
	category: Special
	power: 0
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Spacial Rend
	description: The user tears the target along with the space around it. Critical hits land more easily.
	type: Dragon
	category: Special
	power: 100
	accuracy: 95
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Sparkling Water
	description: The user shoots a stream of crystal clear water. All stat changes are returned to normal.
	type: Water
	category: Special
	power: 85
	accuracy: 101
	target: allAdjacent
	crit: 0
	priority: 0
	drain: False
	effects: []
Sparkly Swirl
	description: 
	type: Fairy
	category: Special
	power: 120
	accuracy: 85
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Spectral Thief
	description: The user hides in the target's shadow, steals the target's stat boosts, and then attacks.
	type: Ghost
	category: Physical
	power: 90
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Speed Swap
	description: The user exchanges Speed stats with the target.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Spike Cannon
	description: Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.
	type: Normal
	category: Physical
	power: 20
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Spikes
	description: The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.
	type: Ground
	category: Status
	power: 0
	accuracy: 101
	target: foeSide
	crit: 0
	priority: 0
	drain: False
	effects: []
Spit Up
	description: The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power. 120 power per Stockpile.
	type: Normal
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Spite
	description: The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.
	type: Ghost
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Splash
	description: The user just flops and splashes around to no effect at all...
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Stealth Rock
	description: The user lays a trap of levitating stones around the opposing team. The trap hurts opposing Pokémon that switch into battle.
	type: Rock
	category: Status
	power: 0
	accuracy: 101
	target: foeSide
	crit: 0
	priority: 0
	drain: False
	effects: []
Steel Beam
	description: 
	type: Steel
	category: Special
	power: 140
	accuracy: 95
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Steel Roller
	description: 
	type: Steel
	category: Physical
	power: 130
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sticky Web
	description: The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle.
	type: Bug
	category: Status
	power: 0
	accuracy: 101
	target: foeSide
	crit: 0
	priority: 0
	drain: False
	effects: []
Stomping Tantrum
	description: Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.
	type: Ground
	category: Physical
	power: 75
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Stone Edge
	description: The user stabs the target from below with sharpened stones. Critical hits land more easily.
	type: Rock
	category: Physical
	power: 100
	accuracy: 80
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Stored Power
	description: The user attacks the target with stored power. The more the user's stats are raised, the greater the move's power.
	type: Psychic
	category: Special
	power: 20
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Storm Throw
	description: The user strikes the target with a fierce blow. This attack always results in a critical hit.
	type: Fighting
	category: Physical
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Strength
	description: The target is slugged with a punch thrown at maximum power.
	type: Normal
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Strength Sap
	description: The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.
	type: Grass
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Stripe Style
	description: This attack's effects vary depending on Basculin's stripe color. Red Stripe Basculin will use Red Rush, and Blue Striped Basculin will use Blue Bites.
	type: Water
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Stuff Cheeks
	description: 
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Sucker Punch
	description: This move enables the user to attack first. This move fails if the target is not readying an attack.
	type: Dark
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 1
	drain: False
	effects: []
Sunny Day
	description: The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves.
	type: Fire
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Sunsteel Strike
	description: The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.
	type: Steel
	category: Physical
	power: 100
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Super Fang
	description: The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.
	type: Normal
	category: Physical
	power: 0
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Surf
	description: The user attacks everything around it by swamping its surroundings with a giant wave.
	type: Water
	category: Special
	power: 90
	accuracy: 100
	target: allAdjacent
	crit: 0
	priority: 0
	drain: False
	effects: []
Surging Strikes
	description: 
	type: Water
	category: Physical
	power: 25
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Swallow
	description: The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP- 50, 75, or 100 depending on Stockpiles.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Sweep Up
	description: The user sweeps the space around it in a hurried manner. Clears all hazards on the field and clears terrain.
	type: Normal
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Swift
	description: Star-shaped rays are shot at the opposing Pokémon. This attack never misses.
	type: Normal
	category: Special
	power: 60
	accuracy: 101
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Switcheroo
	description: The user trades held items with the target faster than the eye can follow.
	type: Dark
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sword Stream
	description: The user slashes the target with sharp currents of water two to five times in a row.
	type: Water
	category: Special
	power: 25
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Synchronoise
	description: The user uses an odd shock wave to attack anything around it. Deals double damage to Pokémon that share a typing with the user.
	type: Psychic
	category: Special
	power: 65
	accuracy: 100
	target: allAdjacent
	crit: 0
	priority: 0
	drain: False
	effects: []
Synthesis
	description: The user restores its own HP. The amount of HP regained varies with the weather.
	type: Grass
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Tackle
	description: A physical attack in which the user charges and slams into the target with its whole body.
	type: Normal
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Tail Slap
	description: The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
	type: Normal
	category: Physical
	power: 25
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Tailwind
	description: The user whips up a turbulent whirlwind that ups the Speed stat of the user and its allies for four turns.
	type: Flying
	category: Status
	power: 0
	accuracy: 101
	target: allySide
	crit: 0
	priority: 0
	drain: False
	effects: []
Teatime
	description: 
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Techno Blast
	description: The user fires a beam of light at its target. The move's type changes depending on the Drive the user holds.
	type: Normal
	category: Special
	power: 120
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Teleport
	description: Use it to flee from any wild Pokémon.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: -6
	drain: False
	effects: []
Terrain Pulse
	description: 
	type: Normal
	category: Special
	power: 50
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Thief
	description: The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.
	type: Dark
	category: Physical
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Thousand Waves
	description: The user attacks with a wave that crawls along the ground. Those hit can't flee from battle.
	type: Ground
	category: Physical
	power: 90
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Topsy-Turvy
	description: All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
	type: Dark
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Toxic Spikes
	description: The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.
	type: Poison
	category: Status
	power: 0
	accuracy: 101
	target: foeSide
	crit: 0
	priority: 0
	drain: False
	effects: []
Transform
	description: The user transforms into a copy of the target right down to having the same move set.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Trick
	description: The user catches the target off guard and swaps its held item with its own.
	type: Psychic
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Trick-or-Treat
	description: The user takes the target trick-or-treating. This adds Ghost type to the target's type.
	type: Ghost
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Trick Room
	description: The user creates a bizarre area in which slower Pokémon get to move first for five turns.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: -7
	drain: False
	effects: []
Triple Axel
	description: 
	type: Ice
	category: Physical
	power: 20
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Triple Kick
	description: A consecutive three-kick attack that becomes more powerful with each successive hit.
	type: Fighting
	category: Physical
	power: 20
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Trump Card
	description: The fewer PP this move has, the greater its power.
	type: Normal
	category: Special
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
U-turn
	description: After making its attack, the user rushes back to switch places with a party Pokémon in waiting.
	type: Bug
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Vacuum Wave
	description: The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.
	type: Fighting
	category: Special
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 1
	drain: False
	effects: []
Veevee Volley
	description: 
	type: Normal
	category: Physical
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Venom Drench
	description: Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.
	type: Poison
	category: Status
	power: 0
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Venoshock
	description: The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.
	type: Poison
	category: Special
	power: 65
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Verdant Blessing
	description: The user raises its staff to unleash the nature around it, empowering both the land and itself. User gains +1 Sp. Atk and Sp. Def if used in Grassy Terrain.
	type: Grass
	category: Special
	power: 75
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Vine Whip
	description: The target is struck with slender, whiplike vines to inflict damage.
	type: Grass
	category: Physical
	power: 45
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Vise Grip
	description: The target is gripped and squeezed from both sides to inflict damage.
	type: Normal
	category: Physical
	power: 55
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Vital Throw
	description: The user attacks last. In return, this throw move never misses.
	type: Fighting
	category: Physical
	power: 70
	accuracy: 101
	target: normal
	crit: 0
	priority: -1
	drain: False
	effects: []
Volt Switch
	description: After making its attack, the user rushes back to switch places with a party Pokémon in waiting.
	type: Electric
	category: Special
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Wake-Up Slap
	description: This attack inflicts big damage on a sleeping target. This also wakes the target up, however.
	type: Fighting
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Water Gun
	description: The target is blasted with a forceful shot of water.
	type: Water
	category: Special
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Water Pledge
	description: A column of water strikes the target. When combined with its fire equivalent, its power increases and a rainbow appears.
	type: Water
	category: Special
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Water Shuriken
	description: The user hits the target with throwing stars two to five times in a row. This move always goes first.
	type: Water
	category: Special
	power: 15
	accuracy: 100
	target: normal
	crit: 0
	priority: 1
	drain: False
	effects: []
Water Sport
	description: The user soaks the battlefield with water. This weakens Fire-type moves for five turns.
	type: Water
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Water Spout
	description: The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power.
	type: Water
	category: Special
	power: 150
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Weather Ball
	description: This attack move varies in power and type depending on the weather.
	type: Normal
	category: Special
	power: 50
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Whirlwind
	description: The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: -6
	drain: False
	effects: []
Wicked Blow
	description: 
	type: Dark
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Wide Guard
	description: The user and its allies are protected from wide-ranging attacks for one turn.
	type: Rock
	category: Status
	power: 0
	accuracy: 101
	target: allySide
	crit: 0
	priority: 3
	drain: False
	effects: []
Wing Attack
	description: The target is struck with large, imposing wings spread wide to inflict damage.
	type: Flying
	category: Physical
	power: 60
	accuracy: 100
	target: any
	crit: 0
	priority: 0
	drain: False
	effects: []
Wish
	description: One turn after this move is used, the user's or its replacement's HP is restored by half the user's max HP.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Wonder Room
	description: The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for five turns.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Worry Seed
	description: A seed that causes worry is planted on the target. It prevents sleep by making the target's Ability Insomnia.
	type: Grass
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Wring Out
	description: The user powerfully wrings the target. The more HP the target has, the greater the move's power.
	type: Normal
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
X-Scissor
	description: The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors. High crit ratio.
	type: Bug
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Yorikiri
	description: The user grips the foe and pushes them with a mighty force, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
	type: Fighting
	category: Physical
	power: 90
	accuracy: 100
	target: normal
	crit: 0
	priority: -6
	drain: False
	effects: []
Zen Headbutt
	description: The user focuses its willpower to its head and attacks the target with a never-missing headbutt.
	type: Psychic
	category: Physical
	power: 80
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Zing Zap
	description: A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch.
	type: Electric
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
